frame,cap_ms,pnp_ms,upload_ms,swap_ms,found,t_x,t_y,t_z,r_x,r_y,r_z,reproj_mean,reproj_median,reproj_max
217,8298.647,8310.811,8313.220,8314.867,1,0.009,-0.056,0.825,-0.650,0.683,1.529,0.560,0.480,1.525
218,8332.154,8346.007,8348.410,8350.087,1,0.011,-0.055,0.821,-0.646,0.693,1.547,0.543,0.473,1.635
219,8362.217,8374.737,8377.042,8378.711,1,0.009,-0.052,0.818,-0.643,0.703,1.560,0.596,0.540,2.037
220,8401.112,8412.441,8414.723,8416.450,1,0.008,-0.048,0.817,-0.640,0.710,1.578,0.523,0.446,1.407
221,8428.392,8442.896,8445.305,8446.953,1,0.009,-0.048,0.816,-0.634,0.716,1.599,0.544,0.503,1.539
222,8465.735,8479.816,8482.180,8483.812,1,0.009,-0.049,0.813,-0.628,0.723,1.617,0.523,0.454,1.504
223,8498.863,8512.673,8515.079,8516.715,1,0.008,-0.047,0.812,-0.623,0.733,1.632,0.540,0.515,1.539
224,8528.787,8544.168,8546.438,8548.159,1,0.006,-0.046,0.813,-0.620,0.736,1.645,0.666,0.541,1.898
225,8561.492,8561.492,8590.895,8592.530,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
226,8600.499,8600.499,8627.514,8629.215,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
227,8630.665,8645.985,8648.493,8650.108,1,0.006,-0.069,0.809,-0.590,0.728,1.692,0.576,0.484,1.653
228,8665.759,8681.524,8683.876,8688.599,1,0.008,-0.071,0.808,-0.584,0.732,1.704,0.530,0.458,1.559
229,8700.177,8717.317,8719.611,8721.984,1,0.011,-0.075,0.809,-0.577,0.731,1.719,0.648,0.589,1.945
230,8730.732,8745.595,8747.901,8749.634,1,0.018,-0.076,0.808,-0.566,0.740,1.737,0.594,0.483,1.557
231,8764.381,8778.319,8780.652,8782.310,1,0.025,-0.074,0.807,-0.563,0.748,1.752,0.557,0.489,1.665
232,8797.963,8816.628,8818.951,8821.689,1,0.028,-0.072,0.806,-0.561,0.757,1.760,0.552,0.451,1.539
233,8831.049,8848.176,8850.495,8855.041,1,0.027,-0.066,0.805,-0.565,0.766,1.759,0.603,0.526,1.583
234,8864.041,8880.438,8882.770,8884.483,1,0.023,-0.061,0.806,-0.571,0.770,1.755,0.586,0.506,1.709
235,8897.991,8912.730,8915.188,8916.819,1,0.018,-0.058,0.805,-0.578,0.770,1.749,0.572,0.555,1.683
236,8930.859,8944.835,8947.141,8948.854,1,0.014,-0.059,0.805,-0.578,0.766,1.746,0.542,0.464,1.630
237,8963.610,8980.777,8983.181,8984.811,1,0.012,-0.060,0.804,-0.578,0.764,1.745,0.547,0.472,1.526
238,8999.131,9014.487,9016.807,9018.453,1,0.011,-0.062,0.804,-0.576,0.760,1.747,0.582,0.514,1.621
239,9030.637,9046.264,9048.538,9050.232,1,0.011,-0.065,0.803,-0.572,0.759,1.752,0.548,0.477,1.551
240,9065.689,9082.954,9085.342,9088.490,1,0.014,-0.066,0.804,-0.567,0.761,1.758,0.586,0.516,1.597
241,9096.948,9114.913,9117.212,9121.625,1,0.020,-0.062,0.805,-0.565,0.771,1.770,0.565,0.567,1.529
242,9131.382,9146.366,9148.636,9150.273,1,0.024,-0.060,0.807,-0.563,0.777,1.780,0.556,0.482,1.596
243,9164.478,9164.478,9192.118,9193.748,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
244,9199.406,9199.406,9228.773,9230.441,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
245,9264.803,9296.857,9299.157,9300.783,1,0.052,-0.035,0.816,-0.560,0.826,1.832,1.426,1.295,3.406
246,9330.593,9349.949,9352.250,9354.998,1,0.070,-0.029,0.816,-0.550,0.854,1.869,0.567,0.460,1.549
247,9364.565,9379.946,9382.198,9383.870,1,0.073,-0.028,0.816,-0.548,0.860,1.880,0.513,0.403,1.541
248,9400.468,9417.266,9419.585,9421.627,1,0.077,-0.027,0.818,-0.543,0.867,1.893,0.548,0.477,1.473
249,9429.970,9447.861,9450.133,9451.839,1,0.083,-0.027,0.819,-0.539,0.876,1.909,0.553,0.466,1.526
250,9463.767,9496.412,9498.833,9500.467,1,0.089,-0.028,0.820,-0.535,0.882,1.923,1.065,0.940,2.306
251,9532.666,9553.610,9555.948,9557.535,1,0.103,-0.031,0.821,-0.519,0.899,1.958,0.527,0.449,1.544
252,9564.887,9564.887,9594.992,9596.638,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
253,9599.050,9599.050,9629.159,9630.797,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
254,9664.971,9664.971,9697.220,9698.898,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
255,9733.286,9753.385,9755.774,9757.277,1,0.099,-0.051,0.830,-0.506,0.907,1.989,0.515,0.450,1.435
256,9765.087,9783.135,9785.423,9788.738,1,0.100,-0.053,0.832,-0.503,0.910,1.996,0.551,0.481,1.515
257,9799.379,9820.431,9822.988,9824.561,1,0.103,-0.056,0.833,-0.500,0.912,2.004,0.537,0.440,1.467
258,9831.734,9851.411,9853.772,9855.919,1,0.103,-0.059,0.834,-0.498,0.915,2.007,0.538,0.457,1.564
259,9864.474,9879.996,9882.293,9883.997,1,0.101,-0.060,0.836,-0.497,0.917,2.007,0.536,0.465,1.582
260,9898.732,9919.381,9921.812,9923.356,1,0.100,-0.061,0.838,-0.497,0.918,2.010,0.549,0.489,1.547
261,9931.567,9944.267,9946.557,9948.180,1,0.101,-0.064,0.839,-0.495,0.919,2.014,0.527,0.458,1.620
262,9963.208,9978.281,9980.593,9982.270,1,0.101,-0.064,0.840,-0.493,0.924,2.015,0.543,0.433,1.658
263,9996.538,10009.597,10011.857,10013.505,1,0.100,-0.062,0.841,-0.495,0.927,2.016,0.533,0.424,1.552
264,10031.215,10047.459,10049.759,10051.419,1,0.102,-0.063,0.843,-0.494,0.927,2.021,0.552,0.478,1.509
265,10065.367,10083.636,10086.146,10088.483,1,0.105,-0.063,0.843,-0.490,0.931,2.025,0.549,0.460,1.563
266,10097.590,10114.272,10116.756,10118.398,1,0.106,-0.062,0.843,-0.490,0.936,2.027,0.528,0.442,1.560
267,10130.968,10144.144,10146.436,10148.183,1,0.107,-0.060,0.845,-0.491,0.940,2.030,0.536,0.447,1.578
268,10165.099,10177.701,10179.995,10181.640,1,0.108,-0.060,0.845,-0.490,0.941,2.032,0.543,0.467,1.525
269,10199.223,10213.436,10215.705,10217.406,1,0.108,-0.060,0.846,-0.490,0.944,2.031,0.536,0.442,1.531
270,10231.478,10246.095,10248.424,10250.026,1,0.106,-0.058,0.847,-0.492,0.946,2.029,0.541,0.478,1.561
271,10264.175,10281.207,10283.479,10285.145,1,0.105,-0.058,0.848,-0.493,0.946,2.030,0.533,0.458,1.569
272,10298.884,10313.979,10316.268,10317.897,1,0.104,-0.060,0.849,-0.492,0.945,2.031,0.526,0.416,1.562
273,10331.272,10343.882,10346.338,10347.934,1,0.103,-0.060,0.849,-0.492,0.947,2.030,0.544,0.438,1.569
274,10363.899,10376.433,10378.823,10380.433,1,0.102,-0.059,0.850,-0.494,0.948,2.029,0.544,0.441,1.576
275,10399.772,10420.078,10422.563,10424.042,1,0.100,-0.061,0.850,-0.494,0.945,2.030,0.538,0.482,1.500
276,10431.232,10446.331,10448.648,10450.288,1,0.099,-0.062,0.850,-0.493,0.944,2.029,0.543,0.495,1.553
277,10466.240,10480.803,10483.094,10484.709,1,0.098,-0.062,0.851,-0.493,0.945,2.028,0.537,0.474,1.484
278,10499.098,10512.297,10514.655,10516.262,1,0.098,-0.061,0.852,-0.493,0.946,2.030,0.532,0.449,1.532
279,10531.814,10547.377,10549.670,10551.414,1,0.097,-0.062,0.852,-0.492,0.946,2.032,0.537,0.471,1.549
280,10563.701,10578.654,10581.019,10582.721,1,0.096,-0.062,0.852,-0.491,0.946,2.032,0.529,0.462,1.501
281,10599.907,10611.944,10614.265,10615.973,1,0.094,-0.061,0.853,-0.492,0.947,2.032,0.545,0.489,1.586
282,10631.788,10647.790,10650.118,10651.780,1,0.093,-0.061,0.853,-0.492,0.947,2.033,0.554,0.465,1.589
283,10663.859,10680.550,10682.928,10684.557,1,0.090,-0.064,0.854,-0.491,0.943,2.034,0.537,0.452,1.583
284,10698.342,10716.207,10718.618,10721.937,1,0.088,-0.065,0.854,-0.490,0.941,2.033,0.542,0.429,1.557
285,10732.832,10747.850,10750.171,10751.820,1,0.086,-0.066,0.855,-0.489,0.939,2.035,0.529,0.457,1.548
286,10763.349,10780.014,10782.308,10783.974,1,0.088,-0.067,0.855,-0.485,0.938,2.040,0.529,0.424,1.509
287,10799.257,10815.293,10817.605,10821.720,1,0.092,-0.066,0.855,-0.480,0.938,2.049,0.635,0.583,1.656
288,10832.091,10843.031,10845.356,10847.035,1,0.099,-0.063,0.855,-0.472,0.943,2.062,0.655,0.580,1.599
289,10864.614,10883.429,10885.772,10888.542,1,0.106,-0.060,0.853,-0.466,0.947,2.075,0.568,0.501,1.706
290,10897.875,10912.340,10914.651,10916.331,1,0.112,-0.056,0.853,-0.460,0.950,2.086,0.725,0.626,2.606
291,10931.382,10945.357,10947.649,10949.314,1,0.117,-0.051,0.850,-0.455,0.956,2.098,0.587,0.512,1.523
292,10965.128,10983.080,10985.508,10988.620,1,0.123,-0.046,0.850,-0.451,0.955,2.111,1.036,0.980,2.646
293,10999.426,11015.628,11018.009,11022.020,1,0.132,-0.043,0.847,-0.438,0.960,2.132,0.862,0.849,2.468
294,11032.942,11047.652,11049.946,11051.563,1,0.138,-0.043,0.844,-0.430,0.958,2.148,0.509,0.409,1.478
295,11065.143,11082.778,11085.143,11088.748,1,0.144,-0.041,0.842,-0.421,0.956,2.164,0.663,0.575,1.924
296,11097.174,11112.014,11114.334,11115.996,1,0.151,-0.039,0.838,-0.410,0.957,2.184,0.620,0.581,1.437
297,11132.193,11149.744,11151.968,11155.305,1,0.152,-0.038,0.834,-0.405,0.956,2.191,0.523,0.419,1.426
298,11164.019,11164.019,11193.895,11195.555,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
299,11199.795,11199.795,11230.138,11231.842,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
300,11235.133,11247.422,11249.754,11251.476,1,0.135,-0.021,0.835,-0.407,0.954,2.183,0.722,0.605,1.796
301,11266.431,11282.170,11284.593,11288.497,1,0.129,-0.016,0.837,-0.407,0.950,2.181,0.910,0.685,2.868
302,11298.579,11298.579,11330.614,11332.276,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
303,11364.291,11382.399,11384.788,11388.842,1,0.127,-0.001,0.841,-0.401,0.950,2.194,0.565,0.467,1.794
304,11399.883,11416.774,11419.064,11421.828,1,0.135,0.005,0.843,-0.393,0.955,2.210,0.696,0.594,1.817
305,11431.596,11448.115,11450.380,11455.049,1,0.141,0.008,0.840,-0.389,0.959,2.225,0.499,0.439,1.362
306,11463.977,11486.230,11488.607,11490.090,1,0.144,0.008,0.840,-0.383,0.958,2.238,0.501,0.453,1.441
307,11497.553,11513.835,11516.170,11517.881,1,0.149,0.008,0.838,-0.375,0.958,2.255,0.514,0.457,1.393
308,11530.867,11543.880,11546.163,11547.906,1,0.153,0.008,0.836,-0.367,0.959,2.267,0.487,0.420,1.346
309,11565.251,11583.640,11586.032,11588.456,1,0.154,0.009,0.835,-0.362,0.962,2.275,0.478,0.400,1.335
310,11599.358,11618.292,11620.625,11622.533,1,0.153,0.010,0.834,-0.360,0.963,2.280,0.475,0.397,1.296
311,11629.099,11649.439,11651.862,11655.444,1,0.150,0.010,0.834,-0.358,0.963,2.283,0.484,0.432,1.329
312,11665.503,11685.307,11687.735,11689.439,1,0.147,0.010,0.835,-0.359,0.962,2.283,0.503,0.445,1.344
313,11697.475,11697.475,11728.254,11729.919,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
314,11732.358,11732.358,11762.315,11763.965,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
315,11765.904,11765.904,11795.326,11796.981,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
316,11801.042,11819.545,11821.970,11823.477,1,0.117,0.005,0.841,-0.368,0.943,2.259,0.481,0.395,1.375
317,11830.900,11849.790,11852.197,11855.100,1,0.115,0.004,0.842,-0.369,0.941,2.258,0.470,0.374,1.418
318,11864.327,11881.268,11883.522,11885.124,1,0.113,0.002,0.842,-0.369,0.937,2.258,0.472,0.417,1.395
319,11898.853,11913.890,11916.287,11917.888,1,0.111,-0.000,0.843,-0.368,0.935,2.258,0.476,0.388,1.399
320,11930.533,11946.769,11949.071,11950.700,1,0.112,-0.002,0.843,-0.366,0.932,2.261,0.488,0.463,1.327
321,11964.604,11984.541,11986.872,11988.813,1,0.114,-0.004,0.842,-0.364,0.931,2.266,0.497,0.440,1.329
322,11998.985,12016.024,12018.334,12022.032,1,0.115,-0.007,0.841,-0.361,0.931,2.269,0.470,0.420,1.318
323,12031.080,12045.665,12048.141,12049.834,1,0.115,-0.008,0.839,-0.362,0.932,2.268,0.480,0.413,1.342
324,12065.105,12082.392,12084.906,12088.575,1,0.112,-0.009,0.839,-0.363,0.930,2.265,0.480,0.405,1.442
325,12098.759,12117.654,12120.006,12122.288,1,0.111,-0.009,0.840,-0.362,0.929,2.264,0.473,0.390,1.333
326,12130.294,12145.550,12147.886,12149.504,1,0.112,-0.009,0.839,-0.362,0.930,2.264,0.469,0.391,1.378
327,12165.369,12183.597,12185.922,12188.434,1,0.111,-0.008,0.839,-0.363,0.932,2.261,0.477,0.415,1.365
328,12199.006,12218.481,12220.875,12222.594,1,0.110,-0.006,0.840,-0.366,0.933,2.257,0.479,0.424,1.365
329,12231.903,12250.191,12252.481,12255.075,1,0.108,-0.006,0.841,-0.369,0.932,2.252,0.477,0.411,1.358
330,12265.040,12287.667,12289.997,12291.612,1,0.104,-0.007,0.841,-0.373,0.931,2.243,0.569,0.526,1.419
331,12298.570,12334.655,12337.050,12339.078,1,0.097,-0.006,0.840,-0.377,0.933,2.227,1.366,1.317,3.600
332,12364.219,12401.733,12404.136,12405.700,1,0.079,0.000,0.845,-0.400,0.929,2.188,0.542,0.517,1.587
333,12430.559,12452.934,12455.290,12456.830,1,0.065,-0.002,0.848,-0.415,0.920,2.157,0.531,0.496,1.439
334,12464.880,12498.985,12501.239,12505.278,1,0.060,-0.001,0.849,-0.423,0.919,2.140,0.529,0.463,1.505
335,12532.086,12551.505,12553.905,12555.373,1,0.053,-0.002,0.852,-0.435,0.910,2.118,0.485,0.425,1.365
336,12564.653,12605.264,12607.624,12609.306,1,0.053,-0.002,0.853,-0.436,0.910,2.108,0.510,0.451,1.445
337,12629.957,12649.603,12651.887,12655.221,1,0.051,0.003,0.854,-0.454,0.915,2.083,0.488,0.436,1.377
338,12666.522,12686.659,12689.080,12690.581,1,0.049,0.002,0.855,-0.459,0.910,2.072,0.487,0.416,1.386
339,12698.490,12722.277,12724.620,12726.254,1,0.046,0.002,0.855,-0.465,0.909,2.056,0.526,0.461,1.453
340,12731.982,12750.610,12753.084,12755.033,1,0.042,0.003,0.857,-0.475,0.905,2.039,0.497,0.430,1.454
341,12765.359,12784.163,12786.562,12788.778,1,0.042,0.001,0.859,-0.479,0.898,2.032,0.532,0.499,1.438
342,12800.229,12815.717,12818.008,12821.882,1,0.045,-0.003,0.860,-0.478,0.892,2.027,0.541,0.500,1.391
343,12831.019,12847.174,12849.470,12851.191,1,0.048,-0.005,0.859,-0.481,0.892,2.018,0.507,0.455,1.391
344,12864.363,12881.700,12884.171,12888.526,1,0.047,-0.006,0.860,-0.489,0.886,2.005,0.506,0.484,1.394
345,12897.746,12914.238,12916.530,12918.258,1,0.047,-0.011,0.862,-0.491,0.875,1.995,0.510,0.416,1.387
346,12931.903,12955.825,12958.093,12959.796,1,0.049,-0.015,0.861,-0.494,0.869,1.984,0.513,0.444,1.490
347,12964.671,12981.145,12983.480,12985.172,1,0.048,-0.018,0.862,-0.498,0.860,1.970,0.508,0.448,1.408
348,13000.561,13021.811,13024.133,13025.764,1,0.051,-0.020,0.863,-0.502,0.854,1.957,0.505,0.435,1.488
349,13031.733,13049.978,13052.295,13055.131,1,0.050,-0.022,0.863,-0.508,0.849,1.941,0.491,0.413,1.431
350,13064.862,13085.441,13087.831,13089.329,1,0.050,-0.021,0.865,-0.515,0.845,1.923,0.508,0.456,1.378
351,13098.266,13116.903,13119.296,13121.847,1,0.051,-0.021,0.867,-0.523,0.840,1.906,0.501,0.437,1.386
352,13132.723,13169.620,13171.922,13173.475,1,0.053,-0.024,0.869,-0.527,0.830,1.895,0.727,0.654,1.770
353,13198.783,13231.902,13234.163,13238.340,1,0.066,-0.036,0.870,-0.529,0.814,1.878,0.657,0.544,2.128
354,13263.720,13286.681,13289.082,13290.657,1,0.073,-0.042,0.873,-0.534,0.804,1.853,0.543,0.476,1.460
355,13298.362,13321.424,13323.842,13325.443,1,0.071,-0.040,0.874,-0.544,0.804,1.834,0.657,0.586,1.524
356,13332.124,13352.044,13354.426,13355.936,1,0.065,-0.036,0.876,-0.558,0.806,1.806,0.598,0.513,1.607
357,13364.320,13380.721,13382.964,13384.628,1,0.064,-0.038,0.880,-0.567,0.793,1.797,0.591,0.526,1.390
358,13399.065,13435.086,13437.567,13439.089,1,0.067,-0.048,0.880,-0.565,0.780,1.789,0.641,0.563,2.022
359,13465.623,13480.400,13482.674,13484.315,1,0.062,-0.057,0.879,-0.569,0.765,1.760,0.495,0.436,1.319
360,13498.409,13514.006,13516.399,13518.108,1,0.058,-0.060,0.879,-0.574,0.757,1.745,0.523,0.457,1.375
361,13531.993,13546.252,13548.546,13550.279,1,0.054,-0.064,0.877,-0.577,0.749,1.730,0.530,0.476,1.415
362,13565.262,13565.262,13592.624,13594.212,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
363,13599.874,13599.874,13627.312,13629.198,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
364,13631.165,13631.165,13657.158,13658.770,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
365,13666.238,13666.238,13692.573,13694.140,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
366,13698.651,13698.651,13725.346,13727.013,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
367,13732.796,13747.958,13750.254,13751.956,1,-0.019,-0.033,0.866,-0.645,0.724,1.571,0.623,0.539,2.114
368,13764.343,13780.255,13782.592,13784.228,1,-0.018,-0.029,0.864,-0.651,0.722,1.567,0.697,0.617,2.112
369,13798.996,13814.812,13817.183,13821.607,1,-0.010,-0.026,0.861,-0.650,0.722,1.568,0.617,0.531,1.714
370,13831.967,13842.087,13844.352,13845.954,1,-0.008,-0.025,0.856,-0.656,0.722,1.564,0.516,0.490,1.449
371,13863.105,13876.380,13878.754,13880.460,1,-0.008,-0.028,0.852,-0.656,0.712,1.557,0.545,0.466,1.536
372,13897.467,13912.005,13914.405,13916.112,1,-0.003,-0.030,0.848,-0.651,0.715,1.556,0.933,0.747,3.377
373,13927.989,13927.989,13954.865,13956.388,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
374,13960.091,13972.870,13975.321,13976.929,1,0.010,-0.025,0.844,-0.655,0.714,1.554,0.538,0.461,1.579
375,13999.967,13999.967,14023.715,14025.298,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
376,14031.162,14031.162,14056.640,14058.317,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
377,14064.355,14077.934,14080.368,14082.042,1,0.034,-0.040,0.834,-0.643,0.697,1.560,0.934,0.914,2.249
378,14097.280,14110.312,14112.769,14114.417,1,0.036,-0.046,0.831,-0.640,0.688,1.555,0.533,0.498,1.568
379,14129.957,14143.005,14145.348,14146.976,1,0.038,-0.049,0.829,-0.640,0.681,1.546,0.517,0.530,1.448
380,14165.705,14178.185,14180.483,14182.168,1,0.037,-0.053,0.826,-0.642,0.673,1.535,0.568,0.515,1.530
381,14199.671,14212.569,14214.911,14216.546,1,0.034,-0.058,0.825,-0.642,0.663,1.519,0.560,0.505,1.533
382,14231.106,14241.359,14243.647,14245.212,1,0.030,-0.060,0.824,-0.646,0.655,1.500,0.530,0.481,1.466
383,14266.626,14277.966,14280.397,14282.132,1,0.027,-0.059,0.826,-0.652,0.652,1.481,0.545,0.489,1.578
384,14298.521,14310.137,14312.593,14314.274,1,0.026,-0.058,0.827,-0.658,0.647,1.468,0.539,0.470,1.551
385,14330.890,14342.101,14344.515,14346.150,1,0.027,-0.058,0.829,-0.664,0.643,1.455,0.543,0.485,1.555
386,14364.128,14376.167,14378.533,14380.134,1,0.025,-0.062,0.829,-0.670,0.634,1.441,0.606,0.516,1.619
387,14399.244,14413.168,14415.529,14417.157,1,0.025,-0.069,0.831,-0.668,0.626,1.429,0.705,0.728,1.652
388,14431.955,14444.348,14446.757,14448.390,1,0.029,-0.073,0.833,-0.666,0.622,1.422,0.543,0.474,1.598
389,14464.802,14476.580,14478.929,14480.592,1,0.032,-0.075,0.835,-0.669,0.619,1.416,0.565,0.494,1.446
390,14499.436,14512.252,14514.812,14516.429,1,0.036,-0.079,0.838,-0.670,0.617,1.410,0.611,0.561,1.906
391,14532.280,14547.423,14549.754,14551.450,1,0.041,-0.079,0.842,-0.670,0.620,1.408,0.742,0.628,2.398
392,14564.568,14576.795,14579.142,14580.792,1,0.046,-0.074,0.844,-0.678,0.626,1.402,0.537,0.537,1.596
393,14599.311,14611.399,14613.747,14615.403,1,0.048,-0.074,0.847,-0.685,0.625,1.399,0.551,0.470,1.517
394,14629.921,14640.605,14642.972,14644.522,1,0.051,-0.076,0.849,-0.688,0.627,1.394,0.534,0.457,1.639
395,14665.001,14676.458,14678.913,14680.632,1,0.049,-0.076,0.852,-0.695,0.627,1.384,0.533,0.484,1.488
396,14698.265,14711.919,14714.397,14716.109,1,0.045,-0.077,0.854,-0.702,0.623,1.372,0.532,0.430,1.467
397,14731.639,14744.713,14747.097,14748.852,1,0.043,-0.080,0.858,-0.703,0.620,1.366,0.541,0.498,1.646
398,14766.496,14777.976,14780.334,14782.064,1,0.047,-0.082,0.860,-0.703,0.623,1.366,0.547,0.529,1.561
399,14799.737,14812.916,14815.276,14816.916,1,0.049,-0.079,0.861,-0.708,0.633,1.362,0.608,0.463,1.670
400,14832.134,14847.171,14849.604,14851.272,1,0.046,-0.072,0.865,-0.720,0.638,1.354,0.595,0.514,1.836
401,14862.817,14878.254,14880.573,14882.261,1,0.045,-0.066,0.868,-0.728,0.644,1.349,0.613,0.490,2.004
402,14897.900,14922.484,14924.902,14926.578,1,0.045,-0.058,0.871,-0.739,0.654,1.344,0.647,0.584,2.206
403,14932.176,14944.594,14946.883,14948.502,1,0.043,-0.051,0.874,-0.750,0.659,1.341,0.563,0.507,1.534
404,14965.819,14978.877,14981.263,14982.983,1,0.045,-0.049,0.877,-0.755,0.663,1.343,0.553,0.476,1.598
405,15000.233,15013.237,15015.558,15017.288,1,0.048,-0.050,0.877,-0.757,0.669,1.347,0.536,0.522,1.564
406,15030.964,15042.479,15044.867,15046.547,1,0.049,-0.052,0.877,-0.761,0.672,1.349,0.554,0.490,1.642
407,15064.907,15075.773,15078.155,15079.701,1,0.047,-0.054,0.878,-0.764,0.674,1.346,0.550,0.490,1.536
408,15098.694,15112.512,15114.880,15116.611,1,0.048,-0.055,0.879,-0.766,0.679,1.347,0.553,0.446,1.641
409,15131.224,15131.224,15156.187,15157.692,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
410,15164.535,15164.535,15189.470,15190.904,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
411,15199.748,15199.748,15224.112,15225.754,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
412,15232.401,15232.401,15257.257,15258.920,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
413,15266.838,15278.852,15281.136,15282.801,1,0.071,-0.088,0.872,-0.754,0.693,1.384,0.585,0.524,1.715
414,15298.175,15310.160,15312.493,15314.178,1,0.073,-0.092,0.871,-0.755,0.695,1.386,0.582,0.472,1.788
415,15331.389,15341.892,15344.187,15345.833,1,0.073,-0.095,0.871,-0.756,0.699,1.386,0.567,0.508,1.684
416,15364.178,15375.180,15377.576,15379.210,1,0.075,-0.095,0.871,-0.758,0.705,1.389,0.584,0.574,1.666
417,15400.708,15410.442,15412.897,15414.532,1,0.076,-0.094,0.870,-0.763,0.713,1.389,0.572,0.510,1.677
418,15431.747,15443.139,15445.596,15447.196,1,0.077,-0.090,0.870,-0.769,0.723,1.388,0.616,0.602,1.787
419,15465.158,15480.620,15482.905,15484.614,1,0.078,-0.085,0.869,-0.778,0.732,1.389,0.588,0.558,1.665
420,15499.293,15509.754,15512.221,15513.916,1,0.078,-0.084,0.868,-0.783,0.738,1.389,0.599,0.550,1.745
421,15531.915,15545.227,15547.661,15549.375,1,0.077,-0.082,0.867,-0.789,0.745,1.387,0.614,0.570,1.819
422,15565.941,15578.739,15581.156,15582.811,1,0.074,-0.079,0.866,-0.797,0.750,1.383,0.599,0.584,1.749
423,15600.233,15615.379,15617.828,15621.970,1,0.068,-0.076,0.866,-0.804,0.754,1.375,0.633,0.559,1.868
424,15629.918,15629.918,15652.876,15655.444,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
425,15667.149,15667.149,15690.806,15692.419,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
426,15699.116,15711.819,15714.236,15715.888,1,0.056,-0.057,0.866,-0.835,0.776,1.356,0.649,0.606,1.841
427,15731.516,15731.516,15754.287,15755.768,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
428,15765.949,15765.949,15787.015,15789.047,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
429,15799.412,15799.412,15823.644,15825.299,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
430,15831.407,15845.821,15848.116,15849.746,1,0.038,-0.036,0.861,-0.872,0.802,1.332,0.639,0.496,1.973
431,15864.014,15864.014,15886.879,15888.813,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
432,15897.569,15909.336,15911.616,15913.287,1,0.029,-0.028,0.859,-0.889,0.810,1.322,0.609,0.556,1.885
433,15931.473,15945.445,15947.725,15949.352,1,0.027,-0.029,0.858,-0.893,0.811,1.323,0.634,0.578,1.871
434,15965.719,15977.551,15979.846,15981.518,1,0.025,-0.032,0.856,-0.892,0.811,1.322,0.634,0.597,1.865
435,16000.143,16009.522,16011.831,16013.474,1,0.023,-0.032,0.856,-0.893,0.814,1.321,0.632,0.541,1.884
436,16030.925,16042.610,16044.986,16046.628,1,0.023,-0.033,0.855,-0.895,0.817,1.323,0.642,0.563,1.973
437,16066.067,16077.604,16079.971,16081.702,1,0.021,-0.034,0.854,-0.896,0.817,1.322,0.631,0.559,1.880
438,16099.093,16111.019,16113.420,16115.098,1,0.022,-0.035,0.855,-0.895,0.821,1.326,0.648,0.591,1.905
439,16130.850,16142.870,16145.266,16146.881,1,0.024,-0.033,0.853,-0.895,0.828,1.328,0.651,0.599,1.843
440,16165.450,16175.839,16178.348,16179.925,1,0.025,-0.031,0.853,-0.899,0.833,1.330,0.646,0.595,1.965
