frame,cap_ms,pnp_ms,upload_ms,swap_ms,found,t_x,t_y,t_z,r_x,r_y,r_z,reproj_mean,reproj_median,reproj_max
663,24500.519,24500.519,24528.154,24529.849,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
664,24534.799,24534.799,24562.729,24564.441,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
665,24568.539,24568.539,24596.573,24598.229,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
666,24601.790,24601.790,24631.065,24632.744,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
667,24666.853,24666.853,24693.595,24695.168,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
668,24700.140,24719.735,24722.195,24723.667,1,-0.102,-0.126,0.821,-0.792,0.327,0.746,0.584,0.523,1.702
669,24734.115,24751.875,24754.235,24755.877,1,-0.103,-0.126,0.818,-0.792,0.324,0.738,0.604,0.559,1.661
670,24765.205,24781.455,24783.734,24788.414,1,-0.104,-0.126,0.816,-0.793,0.321,0.730,0.596,0.550,1.664
671,24801.074,24819.694,24822.140,24823.606,1,-0.104,-0.125,0.813,-0.793,0.318,0.724,0.602,0.547,1.732
672,24832.880,24849.914,24852.188,24854.995,1,-0.103,-0.125,0.811,-0.793,0.315,0.719,0.595,0.552,1.620
673,24865.530,24879.760,24882.105,24883.728,1,-0.103,-0.126,0.807,-0.793,0.311,0.713,0.602,0.548,1.673
674,24900.321,24911.747,24914.010,24915.667,1,-0.104,-0.127,0.804,-0.791,0.306,0.704,0.602,0.554,1.706
675,24933.413,24945.130,24947.392,24949.092,1,-0.103,-0.127,0.803,-0.789,0.305,0.699,0.598,0.575,1.647
676,24967.192,24979.490,24981.735,24983.432,1,-0.100,-0.126,0.802,-0.789,0.304,0.697,0.611,0.550,1.736
677,25000.569,25025.009,25027.303,25029.038,1,-0.098,-0.125,0.800,-0.789,0.302,0.694,0.595,0.528,1.715
678,25032.903,25052.046,25054.348,25055.940,1,-0.095,-0.124,0.800,-0.788,0.300,0.692,0.606,0.558,1.652
679,25066.336,25133.434,25135.929,25138.549,1,-0.092,-0.123,0.799,-0.787,0.301,0.690,0.623,0.585,1.606
680,25165.817,25185.657,25188.007,25189.510,1,-0.090,-0.116,0.796,-0.793,0.296,0.678,0.595,0.610,1.652
681,25201.050,25219.043,25221.421,25222.977,1,-0.091,-0.115,0.794,-0.793,0.293,0.672,0.603,0.591,1.785
682,25232.221,25251.078,25253.512,25255.830,1,-0.091,-0.113,0.792,-0.794,0.291,0.666,0.593,0.568,1.705
683,25266.937,25288.668,25290.993,25292.664,1,-0.090,-0.112,0.791,-0.794,0.289,0.662,0.606,0.578,1.730
684,25299.614,25336.438,25338.869,25340.426,1,-0.089,-0.110,0.789,-0.795,0.288,0.656,0.625,0.604,1.647
685,25364.089,25413.999,25416.305,25417.964,1,-0.089,-0.102,0.786,-0.803,0.284,0.641,0.611,0.564,1.676
686,25430.702,25443.211,25445.583,25447.200,1,-0.091,-0.099,0.781,-0.806,0.275,0.623,0.614,0.586,1.792
687,25466.544,25481.639,25483.972,25488.256,1,-0.093,-0.097,0.779,-0.807,0.272,0.613,0.611,0.565,1.657
688,25499.183,25514.611,25516.916,25518.622,1,-0.091,-0.096,0.777,-0.806,0.269,0.609,0.640,0.607,1.620
689,25533.130,25548.427,25550.759,25552.490,1,-0.087,-0.095,0.775,-0.806,0.268,0.605,0.625,0.613,1.713
690,25566.895,25584.207,25586.557,25588.823,1,-0.084,-0.093,0.774,-0.806,0.268,0.603,0.715,0.647,1.887
691,25600.393,25616.199,25618.634,25621.984,1,-0.079,-0.089,0.773,-0.810,0.269,0.601,0.704,0.612,1.811
692,25631.426,25646.917,25649.250,25650.953,1,-0.076,-0.086,0.770,-0.813,0.268,0.598,0.657,0.640,1.812
693,25666.800,25683.027,25685.433,25688.426,1,-0.076,-0.083,0.767,-0.818,0.265,0.590,0.655,0.603,1.837
694,25699.722,25712.255,25714.540,25716.227,1,-0.079,-0.080,0.764,-0.822,0.261,0.578,0.644,0.614,1.884
695,25731.936,25746.961,25749.271,25750.916,1,-0.081,-0.078,0.762,-0.824,0.256,0.567,0.629,0.615,1.837
696,25767.008,25781.682,25783.948,25788.374,1,-0.084,-0.077,0.759,-0.826,0.250,0.556,0.651,0.630,1.800
697,25800.841,25813.143,25815.495,25817.111,1,-0.088,-0.076,0.756,-0.828,0.243,0.542,0.629,0.633,1.781
698,25833.203,25846.709,25849.008,25850.672,1,-0.091,-0.077,0.753,-0.827,0.237,0.531,0.633,0.626,1.821
699,25865.633,25877.462,25879.860,25881.484,1,-0.091,-0.078,0.750,-0.826,0.233,0.522,0.637,0.614,1.873
700,25900.035,25912.216,25914.461,25916.170,1,-0.091,-0.078,0.747,-0.827,0.229,0.514,0.636,0.585,1.792
701,25933.395,25949.116,25951.384,25955.006,1,-0.092,-0.081,0.744,-0.825,0.222,0.506,0.665,0.595,1.963
702,25965.971,25978.068,25980.553,25982.148,1,-0.092,-0.083,0.742,-0.823,0.220,0.497,0.643,0.628,1.902
703,26001.513,26013.788,26016.056,26017.645,1,-0.091,-0.082,0.740,-0.823,0.218,0.491,0.640,0.608,1.851
704,26033.048,26046.007,26048.349,26050.064,1,-0.090,-0.082,0.737,-0.825,0.215,0.486,0.649,0.617,1.890
705,26066.348,26078.630,26080.884,26082.521,1,-0.089,-0.083,0.735,-0.824,0.212,0.481,0.661,0.660,1.901
706,26099.582,26114.251,26116.607,26118.221,1,-0.089,-0.085,0.732,-0.825,0.210,0.476,0.684,0.624,2.074
707,26131.775,26150.521,26152.810,26155.155,1,-0.091,-0.088,0.728,-0.823,0.204,0.468,0.696,0.658,2.029
708,26165.900,26178.492,26180.825,26182.413,1,-0.093,-0.090,0.725,-0.821,0.200,0.458,0.657,0.645,1.914
709,26200.682,26213.042,26215.310,26216.941,1,-0.097,-0.091,0.722,-0.821,0.196,0.448,0.675,0.688,2.062
710,26234.199,26246.726,26248.914,26250.599,1,-0.101,-0.091,0.720,-0.822,0.191,0.437,0.679,0.661,2.022
711,26267.337,26279.525,26281.799,26283.465,1,-0.103,-0.092,0.718,-0.820,0.187,0.430,0.674,0.645,1.989
712,26298.065,26310.482,26312.717,26314.315,1,-0.106,-0.092,0.715,-0.821,0.184,0.421,0.675,0.641,2.044
713,26333.448,26348.532,26350.807,26354.885,1,-0.111,-0.092,0.712,-0.823,0.178,0.409,0.683,0.665,2.005
714,26362.342,26374.847,26377.267,26378.855,1,-0.116,-0.090,0.710,-0.825,0.174,0.396,0.671,0.600,2.041
715,26400.996,26413.247,26415.749,26417.339,1,-0.121,-0.088,0.708,-0.827,0.169,0.385,0.680,0.675,1.967
716,26432.150,26444.396,26446.699,26448.277,1,-0.124,-0.085,0.707,-0.829,0.166,0.376,0.682,0.680,2.090
717,26466.775,26485.584,26487.946,26489.468,1,-0.125,-0.081,0.707,-0.835,0.167,0.369,0.712,0.671,2.051
718,26499.013,26513.907,26516.266,26518.013,1,-0.125,-0.078,0.706,-0.839,0.164,0.365,0.682,0.671,1.991
719,26532.657,26548.411,26550.690,26552.406,1,-0.125,-0.075,0.705,-0.843,0.164,0.360,0.704,0.668,2.128
720,26565.888,26584.582,26586.923,26589.223,1,-0.126,-0.070,0.705,-0.849,0.163,0.353,0.713,0.678,2.256
721,26600.149,26618.191,26620.515,26622.424,1,-0.126,-0.064,0.705,-0.857,0.161,0.346,0.699,0.684,2.321
722,26632.523,26647.432,26649.827,26651.459,1,-0.126,-0.060,0.704,-0.863,0.158,0.340,0.697,0.700,2.096
723,26666.262,26678.448,26680.738,26682.426,1,-0.129,-0.058,0.702,-0.867,0.152,0.331,0.701,0.715,2.064
724,26700.161,26712.810,26715.081,26716.780,1,-0.132,-0.059,0.699,-0.867,0.146,0.320,0.702,0.719,2.048
725,26733.863,26751.297,26753.575,26755.397,1,-0.136,-0.061,0.696,-0.865,0.138,0.308,0.780,0.725,2.238
726,26766.351,26781.498,26783.835,26788.280,1,-0.140,-0.063,0.693,-0.860,0.131,0.295,0.684,0.637,2.096
727,26800.948,26813.080,26815.545,26817.174,1,-0.140,-0.064,0.691,-0.859,0.128,0.285,0.701,0.697,2.104
728,26832.235,26843.905,26846.300,26848.011,1,-0.139,-0.064,0.689,-0.859,0.126,0.279,0.708,0.706,2.177
729,26865.130,26876.823,26879.049,26880.731,1,-0.137,-0.065,0.687,-0.858,0.124,0.275,0.727,0.726,2.063
730,26900.312,26912.113,26914.327,26916.001,1,-0.134,-0.066,0.684,-0.859,0.122,0.271,0.712,0.667,2.083
731,26932.405,26945.117,26947.370,26948.963,1,-0.133,-0.068,0.681,-0.857,0.118,0.265,0.717,0.671,2.252
732,26965.516,26978.151,26980.506,26982.133,1,-0.132,-0.069,0.679,-0.855,0.114,0.257,0.740,0.733,2.246
733,27000.961,27012.829,27015.164,27016.872,1,-0.131,-0.070,0.677,-0.854,0.112,0.252,0.745,0.716,2.257
734,27033.357,27047.422,27049.767,27051.478,1,-0.128,-0.073,0.674,-0.850,0.109,0.248,0.754,0.699,2.115
735,27065.747,27078.827,27081.139,27082.830,1,-0.125,-0.077,0.672,-0.846,0.107,0.245,0.752,0.699,2.402
736,27100.089,27100.089,27127.338,27128.927,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
737,27133.146,27133.146,27159.342,27160.915,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
738,27166.484,27198.608,27200.965,27205.070,1,-0.108,-0.084,0.667,-0.838,0.110,0.249,0.771,0.754,2.277
739,27232.037,27255.763,27258.019,27259.689,1,-0.102,-0.089,0.663,-0.834,0.105,0.247,0.762,0.699,2.551
740,27266.002,27282.233,27284.450,27288.364,1,-0.100,-0.090,0.660,-0.833,0.105,0.243,0.726,0.675,2.265
741,27298.849,27317.610,27319.902,27322.120,1,-0.100,-0.091,0.659,-0.831,0.102,0.239,0.734,0.730,2.297
742,27332.464,27351.533,27353.862,27355.794,1,-0.098,-0.092,0.659,-0.830,0.103,0.238,0.745,0.754,2.145
743,27365.971,27388.336,27390.714,27392.386,1,-0.095,-0.093,0.659,-0.829,0.103,0.240,0.753,0.677,2.364
744,27400.454,27424.290,27426.540,27428.176,1,-0.091,-0.094,0.659,-0.830,0.105,0.243,0.739,0.732,2.190
745,27432.867,27454.435,27456.662,27458.293,1,-0.089,-0.095,0.658,-0.831,0.105,0.246,0.735,0.684,2.304
746,27466.268,27488.174,27490.547,27492.185,1,-0.089,-0.097,0.659,-0.830,0.105,0.245,0.726,0.700,2.242
747,27498.995,27521.239,27523.504,27525.141,1,-0.087,-0.098,0.659,-0.830,0.106,0.247,0.728,0.671,2.316
748,27532.398,27558.763,27561.026,27562.696,1,-0.087,-0.099,0.659,-0.830,0.106,0.248,0.747,0.692,2.300
749,27566.874,27586.877,27589.339,27590.827,1,-0.089,-0.100,0.659,-0.830,0.106,0.245,0.743,0.697,2.350
750,27601.092,27617.537,27619.810,27622.049,1,-0.090,-0.100,0.660,-0.830,0.106,0.245,0.718,0.668,2.192
751,27630.624,27650.391,27652.686,27655.205,1,-0.091,-0.100,0.659,-0.831,0.105,0.243,0.735,0.712,2.334
752,27665.906,27687.189,27689.571,27691.139,1,-0.095,-0.098,0.660,-0.833,0.105,0.239,0.730,0.700,2.171
753,27699.497,27719.822,27722.207,27723.672,1,-0.097,-0.096,0.661,-0.835,0.105,0.237,0.723,0.742,2.238
754,27733.658,27756.671,27759.113,27760.821,1,-0.098,-0.094,0.661,-0.838,0.106,0.238,0.727,0.718,2.367
755,27766.057,27785.714,27788.136,27789.586,1,-0.100,-0.092,0.662,-0.839,0.106,0.238,0.724,0.692,2.371
756,27802.269,27837.804,27840.156,27841.844,1,-0.100,-0.089,0.663,-0.841,0.109,0.241,0.743,0.715,2.705
757,27865.512,27887.856,27890.128,27891.692,1,-0.102,-0.081,0.665,-0.849,0.113,0.248,0.692,0.631,2.259
758,27898.603,27917.762,27919.989,27922.185,1,-0.103,-0.078,0.666,-0.851,0.114,0.253,0.709,0.639,2.455
759,27933.356,27966.792,27969.157,27971.768,1,-0.105,-0.075,0.666,-0.854,0.117,0.254,0.822,0.719,2.781
760,27999.686,27999.686,28028.071,28029.801,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
761,28032.337,28048.054,28050.392,28054.992,1,-0.109,-0.059,0.673,-0.866,0.130,0.275,0.718,0.642,2.315
762,28067.378,28085.638,28088.063,28089.507,1,-0.109,-0.055,0.676,-0.867,0.134,0.285,0.697,0.589,2.543
763,28100.949,28117.038,28119.324,28121.750,1,-0.104,-0.053,0.679,-0.868,0.140,0.306,1.073,1.093,2.392
764,28133.803,28196.525,28198.938,28200.637,1,-0.094,-0.054,0.684,-0.861,0.156,0.334,1.118,0.932,3.914
765,28202.334,28202.334,28379.416,28381.094,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
766,28401.843,28420.537,28422.881,28424.359,1,-0.091,-0.036,0.708,-0.863,0.222,0.470,1.077,0.865,3.479
767,28432.748,28447.620,28449.889,28451.525,1,-0.095,-0.038,0.711,-0.860,0.225,0.481,0.732,0.644,2.811
768,28467.319,28479.023,28481.295,28482.943,1,-0.095,-0.039,0.715,-0.853,0.231,0.499,0.636,0.580,1.815
769,28499.295,28512.794,28515.012,28516.723,1,-0.089,-0.041,0.721,-0.845,0.242,0.526,0.660,0.601,1.913
770,28533.029,28550.099,28552.373,28554.047,1,-0.082,-0.041,0.725,-0.843,0.255,0.553,1.296,1.079,2.847
771,28566.421,28581.492,28583.825,28588.256,1,-0.071,-0.045,0.733,-0.827,0.264,0.596,1.598,1.311,5.230
772,28600.879,28616.921,28619.290,28621.660,1,-0.062,-0.048,0.736,-0.821,0.284,0.625,0.838,0.710,3.307
773,28633.319,28633.319,28817.993,28821.792,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
774,28832.251,28853.652,28856.016,28857.496,1,-0.041,-0.048,0.768,-0.797,0.355,0.790,0.645,0.558,2.091
775,28867.196,28889.661,28892.051,28893.693,1,-0.043,-0.050,0.771,-0.794,0.360,0.804,0.604,0.623,1.606
776,28899.352,28918.249,28920.698,28922.514,1,-0.045,-0.050,0.776,-0.789,0.368,0.819,0.605,0.552,1.616
777,28933.348,28956.069,28958.494,28960.191,1,-0.044,-0.048,0.781,-0.786,0.377,0.838,0.586,0.530,1.645
778,28966.360,28987.066,28989.476,28990.912,1,-0.039,-0.046,0.786,-0.787,0.387,0.862,1.083,1.000,2.064
779,29001.449,29001.449,29027.835,29029.459,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
780,29033.121,29054.879,29057.107,29058.743,1,-0.013,-0.048,0.797,-0.771,0.421,0.937,0.892,0.752,3.280
781,29066.993,29093.057,29095.295,29096.941,1,-0.004,-0.050,0.801,-0.765,0.431,0.967,1.216,0.807,5.050
782,29099.362,29099.362,29125.709,29127.266,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
783,29132.946,29149.590,29151.993,29155.084,1,0.003,-0.061,0.807,-0.754,0.443,1.011,0.583,0.551,1.460
784,29165.490,29178.761,29181.006,29182.652,1,0.005,-0.064,0.813,-0.747,0.451,1.029,0.558,0.540,1.494
785,29200.782,29215.015,29217.507,29221.658,1,0.008,-0.066,0.817,-0.743,0.459,1.048,0.542,0.538,1.487
786,29232.433,29247.594,29249.846,29251.528,1,0.012,-0.068,0.821,-0.739,0.467,1.066,0.619,0.582,1.825
787,29267.549,29267.549,29293.868,29295.502,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
788,29300.657,29300.657,29325.435,29326.976,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
789,29333.752,29333.752,29360.584,29362.192,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
790,29371.039,29371.039,29396.282,29397.975,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
791,29402.137,29402.137,29425.328,29426.992,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
792,29433.609,29449.767,29452.135,29454.993,1,0.060,-0.110,0.829,-0.668,0.499,1.214,1.610,1.267,3.715
793,29466.491,29479.613,29481.891,29483.495,1,0.073,-0.109,0.828,-0.663,0.512,1.242,1.692,1.431,4.297
794,29499.647,29513.304,29515.653,29517.312,1,0.083,-0.109,0.829,-0.661,0.517,1.267,0.867,0.759,4.152
795,29533.962,29548.992,29551.294,29552.946,1,0.094,-0.108,0.826,-0.658,0.530,1.293,0.739,0.678,3.989
796,29566.064,29578.513,29580.822,29582.531,1,0.104,-0.109,0.826,-0.648,0.538,1.321,0.583,0.550,1.429
797,29600.985,29614.801,29617.068,29621.409,1,0.107,-0.107,0.825,-0.646,0.551,1.334,0.598,0.483,1.994
798,29632.674,29645.256,29647.568,29649.197,1,0.109,-0.101,0.827,-0.649,0.558,1.349,0.558,0.483,1.526
799,29666.652,29680.083,29682.381,29684.054,1,0.115,-0.101,0.827,-0.645,0.563,1.371,0.625,0.622,1.541
800,29701.104,29712.609,29714.820,29716.430,1,0.121,-0.103,0.825,-0.637,0.570,1.394,0.535,0.509,1.359
801,29733.049,29744.135,29746.520,29748.154,1,0.122,-0.104,0.823,-0.632,0.577,1.409,0.531,0.477,1.509
802,29767.217,29779.827,29782.201,29783.826,1,0.120,-0.105,0.823,-0.629,0.581,1.422,0.535,0.519,1.409
803,29801.299,29813.371,29815.783,29817.405,1,0.118,-0.107,0.823,-0.625,0.582,1.433,0.640,0.580,1.814
804,29833.196,29857.424,29859.684,29861.319,1,0.110,-0.109,0.820,-0.624,0.585,1.436,3.599,2.475,15.106
805,29866.994,29866.994,29887.701,29889.192,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
806,29899.597,29899.597,29921.984,29923.414,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
807,29933.990,29955.712,29958.020,29959.676,1,0.067,-0.100,0.825,-0.623,0.602,1.430,8.221,8.860,14.051
808,29966.335,30118.158,30120.543,30122.107,1,0.051,-0.099,0.828,-0.625,0.596,1.425,1.587,1.356,6.989
809,30132.368,30151.329,30153.643,30155.752,1,0.045,-0.110,0.829,-0.603,0.599,1.498,0.512,0.425,1.534
810,30165.878,30187.670,30189.950,30191.510,1,0.048,-0.112,0.828,-0.597,0.603,1.518,0.537,0.464,1.529
811,30200.785,30220.229,30222.580,30224.126,1,0.050,-0.116,0.827,-0.589,0.607,1.537,0.501,0.457,1.475
812,30233.836,30257.623,30259.985,30261.680,1,0.050,-0.117,0.826,-0.586,0.614,1.548,0.529,0.488,1.526
813,30267.060,30324.964,30327.256,30328.917,1,0.041,-0.116,0.820,-0.597,0.620,1.546,2.087,1.413,9.092
814,30333.192,30355.652,30357.929,30359.498,1,0.028,-0.119,0.827,-0.586,0.616,1.552,0.522,0.513,1.396
815,30366.655,30366.655,30392.249,30393.806,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
816,30400.163,30421.585,30423.996,30425.650,1,0.017,-0.116,0.829,-0.589,0.620,1.555,0.539,0.468,1.445
817,30433.091,30469.291,30471.747,30473.299,1,0.020,-0.122,0.829,-0.582,0.618,1.570,0.606,0.466,1.532
818,30499.181,30499.181,30523.422,30525.055,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
819,30533.071,30533.071,30556.371,30557.939,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
820,30565.896,30565.896,30589.814,30591.244,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
821,30600.900,30615.438,30617.820,30621.996,1,-0.006,-0.098,0.831,-0.594,0.634,1.553,0.891,0.746,2.323
822,30634.115,30645.195,30647.476,30649.133,1,-0.009,-0.093,0.832,-0.598,0.635,1.552,0.534,0.467,1.453
823,30666.383,30678.655,30680.847,30682.467,1,-0.006,-0.093,0.833,-0.596,0.634,1.558,0.534,0.503,1.444
824,30700.245,30710.895,30713.117,30714.819,1,-0.002,-0.094,0.832,-0.594,0.636,1.565,0.531,0.460,1.457
825,30733.068,30743.016,30745.377,30746.957,1,0.001,-0.094,0.832,-0.592,0.639,1.569,0.537,0.481,1.501
826,30766.836,30780.659,30783.176,30784.833,1,0.005,-0.093,0.832,-0.591,0.643,1.574,0.516,0.483,1.484
827,30801.665,30811.767,30814.104,30815.727,1,0.007,-0.092,0.832,-0.593,0.646,1.577,0.513,0.455,1.410
828,30832.750,30845.635,30847.924,30849.539,1,0.010,-0.091,0.833,-0.592,0.647,1.580,0.522,0.474,1.471
829,30866.078,30880.700,30883.063,30884.687,1,0.012,-0.088,0.833,-0.593,0.653,1.580,0.552,0.450,1.492
830,30899.015,30911.501,30913.717,30915.335,1,0.013,-0.083,0.834,-0.597,0.657,1.579,0.539,0.456,1.679
831,30933.078,30946.395,30948.822,30950.538,1,0.013,-0.080,0.835,-0.600,0.658,1.578,0.526,0.474,1.480
832,30965.695,30978.598,30980.909,30982.526,1,0.015,-0.077,0.837,-0.601,0.661,1.578,0.562,0.500,1.474
833,31000.520,31013.223,31015.498,31017.085,1,0.016,-0.073,0.838,-0.604,0.664,1.577,0.518,0.477,1.609
834,31033.500,31046.204,31048.476,31050.156,1,0.015,-0.069,0.839,-0.608,0.667,1.573,0.501,0.433,1.487
835,31066.180,31082.011,31084.398,31088.468,1,0.014,-0.064,0.840,-0.613,0.672,1.567,0.592,0.456,1.525
836,31099.901,31113.920,31116.265,31117.887,1,0.012,-0.056,0.841,-0.621,0.678,1.557,0.637,0.491,1.928
837,31134.375,31149.052,31151.461,31155.326,1,0.013,-0.050,0.843,-0.630,0.682,1.553,0.634,0.556,2.517
838,31165.547,31165.547,31191.265,31192.894,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
839,31201.181,31264.192,31266.597,31268.360,1,0.026,-0.039,0.845,-0.644,0.694,1.549,0.723,0.677,1.624
840,31297.253,31297.253,31319.257,31321.580,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
841,31331.943,31331.943,31354.759,31356.313,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
842,31365.393,31365.393,31386.325,31388.772,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
843,31403.837,31403.837,31426.604,31428.240,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
844,31433.554,31433.554,31456.213,31457.669,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
845,31467.357,31467.357,31659.770,31661.358,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
846,31667.974,31667.974,31687.464,31689.101,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
847,31699.368,31699.368,31719.687,31721.714,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
848,31734.368,31734.368,31757.250,31758.904,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
849,31766.874,31766.874,31791.048,31792.631,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
850,31800.666,31800.666,31823.310,31824.923,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
851,31831.392,31831.392,31851.188,31855.161,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
852,31865.463,31865.463,31886.374,31888.354,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
853,31899.202,31899.202,31923.187,31924.726,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
854,31933.591,31933.591,31957.269,31958.871,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
855,31970.515,31970.515,31996.021,31997.612,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
856,32002.187,32002.187,32027.534,32029.184,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
857,32033.866,32033.866,32057.268,32058.831,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
858,32067.059,32067.059,32089.171,32090.668,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
859,32098.886,32098.886,32122.231,32123.749,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
860,32134.834,32134.834,32160.796,32162.429,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
861,32166.783,32166.783,32189.571,32190.997,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
862,32202.675,32202.675,32227.718,32229.371,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
863,32234.738,32234.738,32259.549,32261.166,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
864,32266.913,32266.913,32290.322,32291.857,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
865,32300.663,32300.663,32324.970,32326.580,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
866,32333.694,32333.694,32360.860,32362.491,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
867,32367.122,32367.122,32396.434,32398.063,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
868,32402.768,32402.768,32435.736,32438.466,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
869,32465.256,32465.256,32491.863,32493.474,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
870,32499.624,32499.624,32524.277,32526.080,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
871,32532.815,32532.815,32557.176,32558.962,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
872,32566.282,32566.282,32588.096,32589.550,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
873,32601.292,32601.292,32625.131,32626.772,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
874,32634.376,32634.376,32658.000,32659.622,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
875,32667.176,32667.176,32688.989,32690.644,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
876,32699.936,32699.936,32723.547,32725.176,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
877,32734.704,32734.704,32759.752,32761.432,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
878,32769.915,32769.915,32795.497,32797.630,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
879,32801.507,32801.507,32827.162,32828.834,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
880,32833.307,32833.307,32859.263,32860.930,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
881,32867.263,32867.263,32892.850,32894.420,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
882,32899.741,32899.741,32923.803,32925.471,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
883,32933.953,32933.953,32956.854,32958.443,0,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-1.000
